bid,footprint_area,PV_cap_kW,use,free_walls,lat,lon,dist_to_heat_source,year_class,size_class,floors,storey_area,area_corr_factor,heated_area,window_area,dwellings,dwelling_size,occupants,ref_level_roof,ref_level_wall,ref_level_floor,ref_level_window,U,V,C,Tau,Tset,act_start,act_end,hw_demand_day,hw_tank_cap,,,,,,,,,,,
176,900,90,3,4,48.208,11.554,0,6,3,1,900,0.84,756,0,9,84,9,1,1,1,1,0,0,134295840,nan,18,0,23,0.33,0.5,31726.52,0,10576,41.97,0,13.99,6552551.34,104.63,6584277.86,8709.36,19412645
177,676.22,67.622,3,4,48.207,11.553,0,6,3,1,676.22,0.84,568.03,0,9,63.11,9,2,1,1,1,0,0,100904235.6,nan,20,0,23,0.15,0.23,0,0,0,0,0,0,3357490.67,53.47,3357490.67,5910.76,15477175
178,578.55,57.855,3,4,48.208,11.556,0,6,3,1,578.55,0.84,485.99,0,13,37.38,13,1,2,1,1,0,0,86330379.83,nan,20,0,23,0.35,0.53,0,0,0,0,0,0,6947008.65,110.39,6947008.65,14294.55,21083405
179,466.27,46.627,3,4,48.204,11.563,0,6,3,1,466.27,0.84,391.67,0,13,30.13,13,1,1,2,1,0,0,69575836.32,nan,20,0,23,0.4,0.59,0,0,0,0,0,0,7834022.7,124.86,7834022.7,20001.59,19282838
180,900,90,3,4,48.204,11.563,0,6,3,1,900,0.84,756,0,25,30.24,30,1,1,1,1,0,0,134295840,nan,20,0,23,0.66,0.98,0,0,0,0,0,0,12478850.27,198.98,12478850.27,16506.42,43319630
181,161.93,16.193,3,4,48.225,11.525,0,7,0,2,323.86,0.84,272.04,53.65,2,136.02,2,1,1,1,1,486.23,69.37,98711977.65,177667.51,18,0,23,0.17,0.25,34320805.95,6425296.53,191150,126160.88,23618.94,702.65,3695275.13,58.74,38016081.09,139744.45,3691316
182,133.71,13.371,3,4,48.2,11.506,0,7,0,2,267.41,0.84,224.63,44.3,1,224.63,1,2,1,1,1,403.32,57.28,81506740.3,176958.69,19,0,23,0.16,0.23,30274665.53,6122472.97,105552,134775.7,27255.81,469.89,3548759.11,56.5,33823424.64,150573.94,1850267
183,316.09,31.609,3,4,48.207,11.509,0,7,0,2,632.18,0.84,531.03,104.73,2,265.52,3,1,1,1,1,949.13,135.41,192687127.5,177667.51,21,0,23,0.4,0.6,76281774.44,19603356.99,304498,143648.71,36915.72,573.41,7826291.11,124.57,84108065.55,158386.66,4239151
184,62.42,6.242,3,4,48.208,11.503,0,7,0,2,124.85,0.84,104.87,20.68,1,104.87,3,1,1,1,1,187.44,26.74,38053659.06,177667.51,19,0,23,0.04,0.06,14135079.41,2714685.52,280594,134786.68,25886.2,2675.64,1416887.02,22.54,15551966.43,148297.57,2326417
185,137.91,13.791,3,4,48.197,11.55,0,7,0,2,275.81,0.84,231.68,45.69,2,115.84,2,1,1,1,1,414.09,59.08,84067681.33,177667.51,19,0,23,0.09,0.13,31652291.17,5937154.3,200960,136620.73,25626.53,867.4,2236357.61,35.64,33888648.78,146273.52,3031631
186,120.85,12.085,3,4,48.209,11.503,0,7,0,2,241.71,0.84,203.03,40.04,1,203.03,1,1,1,1,1,362.89,51.77,73672009.24,177667.51,18,0,23,0.1,0.15,25251660.78,5000497.87,104036,124374.04,24629.35,512.42,2577075.58,41.08,27828736.36,137067.11,1570350
187,91.58,9.158,3,4,48.205,11.555,0,7,0,2,183.16,0.84,153.85,30.34,1,153.85,1,1,1,2,1,264.6,39.23,55826008.47,183740.22,22,0,23,0.07,0.1,21712678.57,5965916.13,111890,141128.88,38777.49,727.27,1958337.82,31.15,23671016.38,153857.76,1301693
188,134.09,13.409,3,4,48.202,11.516,0,7,0,2,268.19,0.84,225.28,44.43,2,112.64,7,1,1,1,1,402.65,57.45,81743755.61,177667.51,20,0,23,0.17,0.25,30727165.34,7656811.2,668404,136395.44,33987.98,2966.99,3761396.04,59.76,34488561.38,153091.98,6274150
189,345.37,34.537,3,4,48.199,11.508,0,7,1,2,690.75,0.84,580.23,97.22,2,290.11,3,1,1,1,1,638.38,147.96,118378910.5,150544.01,19,0,23,0.43,0.64,50185777.53,11944187.96,301962,86492.9,20585.26,520.42,8398276.36,133.77,58584053.9,100966.95,4102851
190,103.91,10.391,3,4,48.202,11.56,0,7,1,2,207.82,0.84,174.57,29.25,2,87.29,4,2,1,2,1,193.08,44.52,35616617.66,149904.19,20,0,23,0.11,0.16,14915291.43,4666137.43,397200,85440.18,26729.32,2275.31,2638894.56,42,17554185.99,100556.72,8886201
191,428.12,42.812,3,4,48.199,11.507,0,7,1,2,856.24,0.84,719.24,120.51,2,359.62,3,1,1,1,1,791.33,183.41,146740780.9,150544.01,18,0,23,0.45,0.67,58150527.94,13265461.66,295294,80849.96,18443.72,410.56,8675562.1,138.15,66826090.04,92912.09,5687744
192,64.2,6.42,3,4,48.194,11.533,0,7,1,2,128.39,0.84,107.85,18.07,1,107.85,1,1,1,1,1,118.66,27.5,22003716.96,150544.01,20,0,23,0.09,0.14,9104600.24,2931134.31,102842,84419.1,27177.88,953.57,2378910.94,37.94,11483511.19,106476.69,721052
193,56.44,5.644,3,4,48.217,11.536,0,7,1,2,112.88,0.84,94.82,15.89,1,94.82,5,1,1,1,1,104.32,24.18,19344554.54,150544.01,18,0,23,0.07,0.1,7293189.59,1720375.07,452014,76916.15,18143.59,4767.07,1956307.87,31.14,9249497.46,97547.96,6058559
194,225.58,22.558,3,4,48.21,11.539,0,7,1,2,451.16,0.84,378.97,63.5,2,189.49,4,1,1,1,2,321.71,96.64,77318806.67,184820.3,22,0,23,0.2,0.29,29065093.89,10747137.52,396796,76694.97,28358.81,1047.04,4287168.5,68.31,33352262.39,88007.66,6886458
195,73.85,7.385,3,4,48.2,11.507,0,7,1,2,147.7,0.84,124.07,20.79,2,62.03,2,1,1,2,1,136.5,31.64,25312070.38,150544.01,21,0,23,0.04,0.07,10802949.43,3691372.04,210654,87071.41,29752.33,1697.86,1377313.43,21.94,12180262.86,98172.51,4255846
196,63.19,6.319,3,4,48.202,11.561,0,7,1,2,126.38,0.84,106.16,17.79,1,106.16,1,1,2,1,1,97.54,27.07,21658834.89,173817.79,22,0,23,0.11,0.17,8214611.07,3214343.3,105108,77379.53,30278.29,990.09,2667336.91,42.53,10881947.97,102505.16,1093624
197,121.84,12.184,3,4,48.215,11.553,0,7,2,3,365.51,0.84,307.03,66.07,3,102.34,3,1,1,1,1,451.91,52.19,69731313.86,138328.22,22,0,23,0.19,0.29,33557127.82,12268336.3,314754,109295.92,39958.1,1025.16,4041416.89,64.53,37598544.71,122458.86,5055639
198,81.79,8.179,3,4,48.195,11.551,0,7,2,3,245.36,0.84,206.11,44.35,1,206.11,1,1,1,1,1,303.36,35.04,46810474.52,138328.22,20,0,23,0.05,0.07,20744252.56,7174656.53,104938,100646.51,34809.84,509.14,1533786.37,24.42,22278038.93,108088.1,2110877
199,233.5,23.35,3,4,48.218,11.525,0,7,2,3,700.5,0.84,588.42,126.62,6,98.07,8,1,1,1,1,866.08,100.03,133640157.3,138328.22,18,0,23,0.44,0.66,55885187.73,13904121.72,776882,94975,23629.59,1320.28,8552767.71,136.12,64437955.44,109510.14,13296427
200,95.16,9.516,3,4,48.194,11.549,0,7,2,3,285.48,0.84,239.8,51.6,2,119.9,4,1,1,1,1,352.96,40.77,54462781.21,138328.22,22,0,23,0.15,0.22,26180113.43,9492175.92,417422,109174.78,39583.72,1740.71,3469945.69,55.12,29650059.13,123644.95,5509106
201,236.13,23.613,3,4,48.196,11.553,0,7,2,3,708.38,0.84,595.04,128.04,6,99.17,15,1,2,1,2,411.68,101.16,135143725,263524.77,18,0,23,0.35,0.52,28302330.11,9250833.31,1161188,47563.74,15546.57,1951.45,6858502.03,109.33,35160832.14,59089.86,17255762
202,318.13,31.813,3,4,48.194,11.548,0,7,2,3,954.4,0.84,801.69,172.51,9,89.08,14,1,1,1,1,1180,136.29,182079385.7,138328.22,20,0,23,0.29,0.44,82234923.76,27530843.39,1416310,102576.96,34341.01,1766.66,5842430.76,93.11,88077354.52,109864.6,19302579
203,84.01,8.401,3,4,48.215,11.537,0,7,2,3,252.04,0.84,211.71,45.56,2,105.86,5,1,1,2,1,302.09,35.99,48083966.11,142226.3,22,0,23,0.12,0.18,22413693.76,8331621.34,508206,105869.79,39353.93,2400.48,2893361.04,46,25307054.8,119536.42,7289256
204,201.47,20.147,3,4,48.194,11.55,0,7,2,3,604.41,0.84,507.71,109.25,5,101.54,13,1,1,1,1,747.28,86.31,115309661.1,138328.22,18,0,23,0.34,0.51,47876061.55,12047547.03,1245872,94298.05,23729.19,2453.9,6749125.36,107.32,54625186.91,107591.32,16228284
205,773.94,77.394,3,4,48.224,11.559,0,7,3,1,773.94,0.84,650.11,0,22,29.55,40,1,1,1,1,0,0,86412811.38,nan,20,0,23,0.04,0.07,0,0,0,0,0,0,1338623.11,21.3,1338623.11,2059.07,65086492
206,900,90,3,4,48.222,11.556,0,7,3,1,900,0.84,756,0,25,30.24,34,1,2,1,2,0,0,100487520,nan,20,0,23,0.39,0.58,0,0,0,0,0,0,7589911.62,121.1,7589911.62,10039.57,60066496
207,893.94,89.394,3,4,48.223,11.556,0,7,3,1,893.94,0.84,750.91,0,25,30.04,47,2,1,1,2,0,0,99810914.85,nan,21,0,23,0.46,0.69,0,0,0,0,0,0,8962157.69,142.36,8962157.69,11935.06,77551176
208,630.67,63.067,3,4,48.223,11.555,0,7,3,1,630.67,0.84,529.76,0,18,29.43,70,1,2,1,2,0,0,70416341.82,nan,19,0,23,0.19,0.29,0,0,0,0,0,0,4070840.77,64.67,4070840.77,7684.31,66410263
209,434.1,43.41,3,4,48.222,11.557,0,7,3,1,434.1,0.84,364.65,0,12,30.39,32,1,1,1,1,0,0,48468654.06,nan,19,0,23,0.04,0.06,0,0,0,0,0,0,1317670.39,21.01,1317670.39,3613.52,39216505
210,456.57,45.657,3,4,48.193,11.548,0,7,3,1,456.57,0.84,383.52,0,12,31.96,12,1,1,1,2,0,0,50977341.33,nan,20,0,23,0.24,0.35,0,0,0,0,0,0,5000179.72,79.63,5000179.72,13037.6,24101146
211,431.86,43.186,3,4,48.196,11.52,0,7,3,1,431.86,0.84,362.76,0,11,32.98,11,1,1,1,1,0,0,48218403.91,nan,18,0,23,0.29,0.43,7186,0,8732,19.81,0,24.07,5852599.44,93.1,5859785.44,16153.34,17887332
212,397.27,39.727,3,4,48.194,11.55,0,7,3,1,397.27,0.84,333.7,0,11,30.34,14,1,1,1,1,0,0,44356067.3,nan,21,0,23,0.15,0.23,0,0,0,0,0,0,3349717.1,53.27,3349717.1,10038.11,19547725
213,103.56,10.356,3,4,48.225,11.515,0,8,0,2,207.12,0.84,173.98,33.54,1,173.98,1,1,1,1,1,162.03,44.37,44878571.65,217442.13,21,0,23,0.11,0.17,13195821.79,5601455.43,101042,75846.77,32195.97,580.77,2649718.95,42.3,15845540.75,91076.79,1786048
214,106.57,10.657,3,4,48.197,11.517,0,8,0,2,213.14,0.84,179.04,34.51,2,89.52,4,1,1,1,1,166.74,45.66,46183116.85,217442.13,22,0,23,0.09,0.14,14948565.07,5664259.87,381776,83492.88,31636.84,2132.35,2384905.05,37.97,17333470.12,96813.39,7063846
215,155.64,15.564,3,4,48.202,11.508,0,8,0,2,311.28,0.84,261.47,50.4,2,130.74,7,1,1,1,1,243.51,66.68,67446696.74,217442.13,21,0,23,0.11,0.17,20173094.13,8112461.69,642190,77152.61,31026.36,2456.08,2705810.17,43.03,22878904.29,87501.07,6948471
216,111.01,11.101,3,4,48.226,11.512,0,8,0,2,222.03,0.84,186.5,35.95,2,93.25,2,1,1,2,1,164.83,47.56,48108503.68,226511.87,19,0,23,0.05,0.07,13392837.28,3718689.11,179998,71811.46,19939.35,965.14,1577480.69,25.16,14970317.97,80269.8,2709136
217,116.26,11.626,3,4,48.226,11.512,0,8,0,2,232.52,0.84,195.32,37.65,1,195.32,1,1,1,1,1,181.9,49.81,50381831.01,217442.13,18,0,23,0.04,0.06,13441432.06,3817406.62,93808,68817.49,19544.37,480.28,1352175.76,21.55,14793607.82,75740.36,1384107
218,348.52,34.852,3,4,48.202,11.507,0,8,0,2,697.04,0.84,585.52,112.87,2,292.76,7,1,1,1,1,545.28,149.31,151033259.3,217442.13,20,0,23,0.54,0.81,42910965.22,16891253.58,629142,73286.93,28848.29,1074.5,10458007.39,166.12,53368972.61,91147.99,11035883
219,224.58,22.458,3,4,48.196,11.549,0,8,0,2,449.17,0.84,377.3,72.73,1,377.3,1,1,1,1,1,351.37,96.21,97324077.71,217442.13,21,0,23,0.21,0.32,28729786.72,12279943.73,101278,76145.74,32546.9,268.43,4477099.39,71.25,33206886.12,88011.89,1160754
220,95.83,9.583,3,4,48.225,11.517,0,8,0,2,191.66,0.84,161,31.03,1,161,1,1,1,1,1,149.94,41.05,41529296.08,217442.13,20,0,23,0.09,0.14,11674264.68,4781919.88,103990,72510.96,29701.37,645.9,2278432.01,36.4,13952696.69,86662.71,1255467
221,601.02,60.102,3,4,48.196,11.515,0,8,1,3,1803.07,0.84,1514.58,217.9,2,757.29,7,1,1,1,1,989.56,257.48,225990691.4,181222.23,20,0,23,0.41,0.61,75902351.66,30785819.34,660104,50114.46,20326.31,435.83,7928393.33,126.09,83830744.99,55349.17,9411705
222,60.77,6.077,3,4,48.213,11.49,0,8,1,3,182.31,0.84,153.14,22.03,1,153.14,2,1,1,1,1,100.06,26.03,22850744.1,181222.23,21,0,23,0.08,0.13,7945702.26,3434545.86,202600,51885.22,22427.49,1322.97,2127906.37,33.95,10073608.64,65780.39,2679716
223,179.12,17.912,3,4,48.201,11.547,0,8,1,3,537.36,0.84,451.39,64.94,2,225.69,7,1,1,1,1,294.92,76.74,67351401.98,181222.23,21,0,23,0.32,0.48,23457128.92,10037412.96,663698,51966.43,22236.68,1470.34,6396099.57,101.55,29853228.49,66136.22,9332091
224,50.01,5.001,3,4,48.212,11.538,0,8,1,3,150.02,0.84,126.02,18.13,1,126.02,5,1,1,2,1,82.33,21.42,18803045.81,181222.23,21,0,23,0.08,0.12,6247921.68,2831982.34,452506,49578.81,22472.48,3590.75,2134938.61,33.96,8382860.28,66520.08,4151505
225,251.8,25.18,3,4,48.216,11.491,0,8,1,3,755.41,0.84,634.55,91.29,2,317.27,1,1,1,1,1,414.58,107.87,94680989.55,181222.23,19,0,23,0.18,0.27,32506423.17,9397836.73,188572,51227.52,14810.24,297.17,3946227.13,62.7,36452650.3,57446.46,3563177
226,345.76,34.576,3,4,48.203,11.506,0,8,1,3,1037.29,0.84,871.32,125.35,2,435.66,6,1,1,2,1,569.28,148.12,130010233.7,181222.23,22,0,23,0.53,0.8,48372282.91,20654512.99,567296,55516.09,23704.85,651.08,10291990.9,163.75,58664273.81,67328.05,9075119
227,251.85,25.185,3,4,48.216,11.491,0,8,1,3,755.55,0.84,634.66,91.31,2,317.33,4,1,1,1,1,414.66,107.89,94697779.41,181222.23,22,0,23,0.18,0.28,35295592.1,15017838.13,399058,55613.39,23662.81,628.77,3939658.67,62.65,39235250.76,61820.9,3083455
228,545.83,54.583,3,4,48.196,11.516,0,8,1,3,1637.49,0.84,1375.49,197.89,2,687.75,3,2,1,1,1,939.71,233.83,205237902.4,174886.85,21,0,23,0.82,1.23,73964164.87,32416479.74,291132,53772.96,23567.22,211.66,15550632.88,247.28,89514797.75,65078.48,3657640
229,201.8,20.18,3,4,48.195,11.53,0,8,2,3,605.41,0.84,508.54,97.28,5,101.71,16,1,1,1,1,440.42,86.45,101146650.6,191976.8,20,0,23,0.57,0.86,30946703.48,13338815.99,1412104,60854.02,26229.63,2776.78,10957144.79,174.28,41903848.27,82400.3,17544772
230,231.06,23.106,3,4,48.214,11.538,0,8,2,3,693.18,0.84,582.27,111.38,6,97.04,17,1,1,1,1,504.27,98.99,115810179.4,191976.8,21,0,23,0.19,0.29,37283707.93,17045266.24,1540836,64031.65,29273.82,2646.26,4025220.53,64.27,41308928.46,70944.63,21729716
231,134.9,13.49,3,4,48.212,11.54,0,8,2,3,404.7,0.84,339.95,65.03,3,113.32,4,1,1,1,1,294.41,57.79,67613619.66,191976.8,19,0,23,0.15,0.22,21669143.8,6551071.75,356188,63742.15,19270.69,1047.77,3368801.08,53.6,25037944.88,73651.85,4022716
232,185,18.5,3,4,48.214,11.539,0,8,2,3,555,0.84,466.2,89.18,5,93.24,12,1,1,1,1,403.74,79.25,92724353.15,191976.8,22,0,23,0.36,0.54,31882837.66,14462406.09,1154252,68388.76,31021.89,2475.87,7044668.35,112.3,38927506.01,83499.58,14558137
233,173.51,17.351,3,4,48.214,11.536,0,8,2,3,520.53,0.84,437.25,83.64,4,109.31,15,1,1,2,2,314.64,74.33,86966532.75,223577.79,22,0,23,0.22,0.33,25024114.91,12730393.97,1318180,57230.68,29114.68,3014.71,4616763.87,73.57,29640878.77,67789.32,16166611
234,179.9,17.99,3,4,48.212,11.539,0,8,2,3,539.69,0.84,453.34,86.72,5,90.67,9,1,1,1,1,392.61,77.07,90166464.4,191976.8,20,0,23,0.08,0.13,27600351.04,12267647.72,829506,60882.23,27060.59,1829.77,2163086.28,34.41,29763437.32,65653.68,12625912
235,186.22,18.622,3,4,48.219,11.53,0,8,2,3,558.67,0.84,469.28,89.76,5,93.86,12,1,1,1,1,406.41,79.78,93337463.74,191976.8,20,0,23,0.38,0.57,28573210.97,12606058.23,1077532,60887.34,26862.55,2296.14,7443510.82,118.23,36016721.79,76748.9,14883631
236,302.99,30.299,3,4,48.214,11.537,0,8,2,3,908.97,0.84,763.54,146.05,8,95.44,18,2,1,1,1,617.07,129.8,151863983.6,203333.46,20,0,23,0.54,0.81,43916053.78,19832766.81,1611400,57516.38,25974.76,2110.43,10436770,165.83,54352823.78,71185.3,18697789
237,409.83,40.983,3,4,48.214,11.54,0,8,3,1,409.83,0.84,344.26,0,11,31.3,13,1,1,1,1,0,0,45758867.13,nan,21,0,23,0.17,0.25,0,0,0,0,0,0,3686566.8,58.85,3686566.8,10708.67,24337901
238,445.04,44.504,3,4,48.214,11.537,0,8,3,1,445.04,0.84,373.84,0,12,31.15,15,1,1,1,1,0,0,49690312.32,nan,20,0,23,0.26,0.39,0,0,0,0,0,0,5305033.42,84.58,5305033.42,14190.65,25159290
239,675.88,67.588,3,4,48.214,11.536,0,8,3,1,675.88,0.84,567.74,0,19,29.88,26,1,1,1,1,0,0,75464128.12,nan,19,0,23,0.34,0.51,0,0,0,0,0,0,6732460.11,107.52,6732460.11,11858.35,41302360
240,864.68,86.468,3,4,48.201,11.561,0,8,3,1,864.68,0.84,726.33,0,17,42.73,17,1,1,2,1,0,0,96543957.81,nan,18,0,23,0.35,0.52,14211.56,0,15700,19.57,0,21.62,6919134.34,110.29,6933345.9,9545.72,39599589
241,434.59,43.459,3,4,48.213,11.538,0,8,3,1,434.59,0.84,365.05,0,12,30.42,15,1,2,2,1,0,0,48522841.14,nan,19,0,23,0.37,0.56,0,0,0,0,0,0,7312819,116.53,7312819,20032.38,21066933
242,445.94,44.594,3,4,48.214,11.538,0,8,3,1,445.94,0.84,374.59,0,12,31.22,17,1,1,1,2,0,0,49790089.32,nan,18,0,23,0.33,0.5,4412.23,0,11840,11.78,0,31.61,6642960.86,105.66,6647373.09,17745.73,19105199
243,512.99,51.299,3,4,48.195,11.544,0,8,3,1,512.99,0.84,430.91,0,14,30.78,20,1,1,1,1,0,0,57276551.2,nan,21,0,23,0.19,0.28,0,0,0,0,0,0,4100757.6,65.26,4100757.6,9516.51,24658649
244,457.48,45.748,3,4,48.213,11.539,0,8,3,1,457.48,0.84,384.28,0,13,29.56,14,2,1,1,1,0,0,51078415.71,nan,22,0,23,0.35,0.52,0,0,0,0,0,0,6873846.82,109.41,6873846.82,17887.6,19889710
245,188,18.8,3,4,48.224,11.523,0,9,0,2,376.01,0.84,315.85,56.01,2,157.92,2,1,1,1,1,255.17,67.12,93587175.21,290387.71,20,0,23,0.16,0.24,20385246.24,7788515.76,176098,64540.91,24658.91,557.54,3588621.59,57.18,23973867.83,75902.7,2316894
246,137.78,13.778,3,4,48.198,11.518,0,9,0,2,275.55,0.84,231.46,41.04,2,115.73,7,2,1,2,1,200.56,49.19,68584098.79,274612.64,22,0,23,0.17,0.26,17960048.17,6772459.42,613138,77594.61,29259.74,2649,3808586.13,60.61,21768634.3,94049.23,9396743
247,144.76,14.476,3,4,48.217,11.547,0,9,0,2,289.53,0.84,243.2,43.12,2,121.6,4,2,1,1,1,217.42,51.68,72061746.88,267787.6,22,0,23,0.07,0.1,19682660.45,7092505.7,368386,80931.99,29163.26,1514.75,1972464.7,31.39,21655125.15,89042.46,4753177
248,166.61,16.661,3,4,48.204,11.507,0,9,0,2,333.21,0.84,279.9,49.63,2,139.95,2,1,1,1,1,226.12,59.48,82934809.51,290387.71,19,0,23,0.19,0.28,18262064.13,4971172.85,170480,65244.96,17760.53,609.07,4088577.28,65.09,22350641.41,79852.24,2542051
249,88.55,8.855,3,4,48.219,11.527,0,9,0,2,177.11,0.84,148.77,26.38,1,148.77,1,1,1,1,1,120.19,31.61,44081473.33,290387.71,21,0,23,0.07,0.11,10188633.28,4045344.6,95328,68485.81,27191.94,640.77,1982305.79,31.57,12170939.07,81810.44,1324271
250,139.16,13.916,3,4,48.224,11.515,0,9,0,2,278.31,0.84,233.78,41.45,2,116.89,6,1,1,2,1,182.44,49.68,69270635.44,298430.67,18,0,23,0.14,0.21,13438303.07,3567095.28,465494,57482.69,15258.34,1991.16,3231499.44,51.41,16669802.51,71305.51,5876415
